Année;Polluant;Fuel;Emissions;Type de véhicule
2009;COVNM;Electriques;0.0;Poids lours
1990;CO;Electriques;0.0;Poids lours
1991;CO;Electriques;0.0;Poids lours
1992;CO;Electriques;0.0;Poids lours
1993;CO;Electriques;0.0;Poids lours
1994;CO;Electriques;0.0;Poids lours
1995;CO;Electriques;0.0;Poids lours
1996;CO;Electriques;0.0;Poids lours
1997;CO;Electriques;0.0;Poids lours
1998;CO;Electriques;0.0;Poids lours
1999;CO;Electriques;0.0;Poids lours
2000;CO;Electriques;0.0;Poids lours
2001;CO;Electriques;0.0;Poids lours
2002;CO;Electriques;0.0;Poids lours
2003;CO;Electriques;0.0;Poids lours
2004;CO;Electriques;0.0;Poids lours
2005;CO;Electriques;0.0;Poids lours
2006;CO;Electriques;0.0;Poids lours
2007;CO;Electriques;0.0;Poids lours
2008;CO;Electriques;0.0;Poids lours
2009;CO;Electriques;0.0;Poids lours
1990;PM10;Electriques;0.0;Poids lours
1991;PM10;Electriques;0.0;Poids lours
1992;PM10;Electriques;0.0;Poids lours
1993;PM10;Electriques;0.0;Poids lours
1994;PM10;Electriques;0.0;Poids lours
1995;PM10;Electriques;0.0;Poids lours
1996;PM10;Electriques;0.0;Poids lours
1997;PM10;Electriques;0.0;Poids lours
1998;PM10;Electriques;0.0;Poids lours
1999;PM10;Electriques;0.0;Poids lours
2000;PM10;Electriques;0.0;Poids lours
2001;PM10;Electriques;0.0;Poids lours
2002;PM10;Electriques;0.0;Poids lours
2003;PM10;Electriques;0.0;Poids lours
2004;PM10;Electriques;0.0;Poids lours
2005;PM10;Electriques;0.0;Poids lours
2006;PM10;Electriques;0.0;Poids lours
2007;PM10;Electriques;0.0;Poids lours
2008;PM10;Electriques;0.0;Poids lours
2009;PM10;Electriques;0.0;Poids lours
1990;PM2,5;Electriques;0.0;Poids lours
1991;PM2,5;Electriques;0.0;Poids lours
1992;PM2,5;Electriques;0.0;Poids lours
1993;PM2,5;Electriques;0.0;Poids lours
1994;PM2,5;Electriques;0.0;Poids lours
1995;PM2,5;Electriques;0.0;Poids lours
1996;PM2,5;Electriques;0.0;Poids lours
1997;PM2,5;Electriques;0.0;Poids lours
1998;PM2,5;Electriques;0.0;Poids lours
1999;PM2,5;Electriques;0.0;Poids lours
2000;PM2,5;Electriques;0.0;Poids lours
2001;PM2,5;Electriques;0.0;Poids lours
2002;PM2,5;Electriques;0.0;Poids lours
2003;PM2,5;Electriques;0.0;Poids lours
2004;PM2,5;Electriques;0.0;Poids lours
2005;PM2,5;Electriques;0.0;Poids lours
2006;PM2,5;Electriques;0.0;Poids lours
2007;PM2,5;Electriques;0.0;Poids lours
2008;PM2,5;Electriques;0.0;Poids lours
2009;PM2,5;Electriques;0.0;Poids lours
1990;PM1;Electriques;0.0;Poids lours
1991;PM1;Electriques;0.0;Poids lours
1992;PM1;Electriques;0.0;Poids lours
1993;PM1;Electriques;0.0;Poids lours
1994;PM1;Electriques;0.0;Poids lours
1995;PM1;Electriques;0.0;Poids lours
1996;PM1;Electriques;0.0;Poids lours
1997;PM1;Electriques;0.0;Poids lours
1998;PM1;Electriques;0.0;Poids lours
1999;PM1;Electriques;0.0;Poids lours
2000;PM1;Electriques;0.0;Poids lours
2001;PM1;Electriques;0.0;Poids lours
2002;PM1;Electriques;0.0;Poids lours
2003;PM1;Electriques;0.0;Poids lours
2004;PM1;Electriques;0.0;Poids lours
2005;PM1;Electriques;0.0;Poids lours
2006;PM1;Electriques;0.0;Poids lours
2007;PM1;Electriques;0.0;Poids lours
2008;PM1;Electriques;0.0;Poids lours
2009;PM1;Electriques;0.0;Poids lours
1990;BC;Electriques;0.0;Poids lours
1991;BC;Electriques;0.0;Poids lours
1992;BC;Electriques;0.0;Poids lours
1993;BC;Electriques;0.0;Poids lours
1994;BC;Electriques;0.0;Poids lours
1995;BC;Electriques;0.0;Poids lours
1996;BC;Electriques;0.0;Poids lours
1997;BC;Electriques;0.0;Poids lours
1998;BC;Electriques;0.0;Poids lours
1999;BC;Electriques;0.0;Poids lours
2000;BC;Electriques;0.0;Poids lours
2001;BC;Electriques;0.0;Poids lours
2002;BC;Electriques;0.0;Poids lours
2003;BC;Electriques;0.0;Poids lours
2004;BC;Electriques;0.0;Poids lours
2005;BC;Electriques;0.0;Poids lours
2006;BC;Electriques;0.0;Poids lours
2007;BC;Electriques;0.0;Poids lours
2008;BC;Electriques;0.0;Poids lours
2009;BC;Electriques;0.0;Poids lours
1990;du;Electriques;0.0;Poids lours
1991;du;Electriques;0.0;Poids lours
1992;du;Electriques;0.0;Poids lours
1993;du;Electriques;0.0;Poids lours
1994;du;Electriques;0.0;Poids lours
1995;du;Electriques;0.0;Poids lours
1996;du;Electriques;0.0;Poids lours
1997;du;Electriques;0.0;Poids lours
1998;du;Electriques;0.0;Poids lours
1999;du;Electriques;0.0;Poids lours
2000;du;Electriques;0.0;Poids lours
2001;du;Electriques;0.0;Poids lours
2002;du;Electriques;0.0;Poids lours
2003;du;Electriques;0.0;Poids lours
2004;du;Electriques;0.0;Poids lours
2005;du;Electriques;0.0;Poids lours
2006;du;Electriques;0.0;Poids lours
2007;du;Electriques;0.0;Poids lours
2008;du;Electriques;0.0;Poids lours
2009;du;Electriques;0.0;Poids lours
1990;Cd;Electriques;0.0;Poids lours
1991;Cd;Electriques;0.0;Poids lours
1992;Cd;Electriques;0.0;Poids lours
1993;Cd;Electriques;0.0;Poids lours
1994;Cd;Electriques;0.0;Poids lours
1995;Cd;Electriques;0.0;Poids lours
1996;Cd;Electriques;0.0;Poids lours
1997;Cd;Electriques;0.0;Poids lours
1998;Cd;Electriques;0.0;Poids lours
1999;Cd;Electriques;0.0;Poids lours
2000;Cd;Electriques;0.0;Poids lours
2001;Cd;Electriques;0.0;Poids lours
2002;Cd;Electriques;0.0;Poids lours
2003;Cd;Electriques;0.0;Poids lours
2004;Cd;Electriques;0.0;Poids lours
2005;Cd;Electriques;0.0;Poids lours
2006;Cd;Electriques;0.0;Poids lours
2007;Cd;Electriques;0.0;Poids lours
2008;Cd;Electriques;0.0;Poids lours
2009;Cd;Electriques;0.0;Poids lours
1990;Cr;Electriques;0.0;Poids lours
1991;Cr;Electriques;0.0;Poids lours
1992;Cr;Electriques;0.0;Poids lours
1993;Cr;Electriques;0.0;Poids lours
1994;Cr;Electriques;0.0;Poids lours
1995;Cr;Electriques;0.0;Poids lours
1996;Cr;Electriques;0.0;Poids lours
1997;Cr;Electriques;0.0;Poids lours
1998;Cr;Electriques;0.0;Poids lours
1999;Cr;Electriques;0.0;Poids lours
2000;Cr;Electriques;0.0;Poids lours
2001;Cr;Electriques;0.0;Poids lours
2002;Cr;Electriques;0.0;Poids lours
2003;Cr;Electriques;0.0;Poids lours
2004;Cr;Electriques;0.0;Poids lours
2005;Cr;Electriques;0.0;Poids lours
2006;Cr;Electriques;0.0;Poids lours
2007;Cr;Electriques;0.0;Poids lours
2008;Cr;Electriques;0.0;Poids lours
2009;Cr;Electriques;0.0;Poids lours
1990;Cu;Electriques;0.0;Poids lours
1991;Cu;Electriques;0.0;Poids lours
1992;Cu;Electriques;0.0;Poids lours
1993;Cu;Electriques;0.0;Poids lours
1994;Cu;Electriques;0.0;Poids lours
1995;Cu;Electriques;0.0;Poids lours
1996;Cu;Electriques;0.0;Poids lours
1997;Cu;Electriques;0.0;Poids lours
1998;Cu;Electriques;0.0;Poids lours
1999;Cu;Electriques;0.0;Poids lours
2000;Cu;Electriques;0.0;Poids lours
2001;Cu;Electriques;0.0;Poids lours
2002;Cu;Electriques;0.0;Poids lours
2003;Cu;Electriques;0.0;Poids lours
2004;Cu;Electriques;0.0;Poids lours
2005;Cu;Electriques;0.0;Poids lours
2006;Cu;Electriques;0.0;Poids lours
2007;Cu;Electriques;0.0;Poids lours
2008;Cu;Electriques;0.0;Poids lours
2009;Cu;Electriques;0.0;Poids lours
1990;Pb;Electriques;0.0;Poids lours
1991;Pb;Electriques;0.0;Poids lours
1992;Pb;Electriques;0.0;Poids lours
1993;Pb;Electriques;0.0;Poids lours
1994;Pb;Electriques;0.0;Poids lours
1995;Pb;Electriques;0.0;Poids lours
1996;Pb;Electriques;0.0;Poids lours
1997;Pb;Electriques;0.0;Poids lours
1998;Pb;Electriques;0.0;Poids lours
1999;Pb;Electriques;0.0;Poids lours
2000;Pb;Electriques;0.0;Poids lours
2001;Pb;Electriques;0.0;Poids lours
2002;Pb;Electriques;0.0;Poids lours
2003;Pb;Electriques;0.0;Poids lours
2004;Pb;Electriques;0.0;Poids lours
2005;Pb;Electriques;0.0;Poids lours
2006;Pb;Electriques;0.0;Poids lours
2007;Pb;Electriques;0.0;Poids lours
2008;Pb;Electriques;0.0;Poids lours
2009;Pb;Electriques;0.0;Poids lours
1990;Zn;Electriques;0.0;Poids lours
1991;Zn;Electriques;0.0;Poids lours
1992;Zn;Electriques;0.0;Poids lours
1993;Zn;Electriques;0.0;Poids lours
1994;Zn;Electriques;0.0;Poids lours
1995;Zn;Electriques;0.0;Poids lours
1996;Zn;Electriques;0.0;Poids lours
1997;Zn;Electriques;0.0;Poids lours
1998;Zn;Electriques;0.0;Poids lours
1999;Zn;Electriques;0.0;Poids lours
2000;Zn;Electriques;0.0;Poids lours
2001;Zn;Electriques;0.0;Poids lours
2002;Zn;Electriques;0.0;Poids lours
2003;Zn;Electriques;0.0;Poids lours
2004;Zn;Electriques;0.0;Poids lours
2005;Zn;Electriques;0.0;Poids lours
2006;Zn;Electriques;0.0;Poids lours
2007;Zn;Electriques;0.0;Poids lours
2008;Zn;Electriques;0.0;Poids lours
2009;Zn;Electriques;0.0;Poids lours
1990;HAP;Electriques;0.0;Poids lours
1991;HAP;Electriques;0.0;Poids lours
1992;HAP;Electriques;0.0;Poids lours
1993;HAP;Electriques;0.0;Poids lours
1994;HAP;Electriques;0.0;Poids lours
1995;HAP;Electriques;0.0;Poids lours
1996;HAP;Electriques;0.0;Poids lours
1997;HAP;Electriques;0.0;Poids lours
1998;HAP;Electriques;0.0;Poids lours
1999;HAP;Electriques;0.0;Poids lours
2000;HAP;Electriques;0.0;Poids lours
2001;HAP;Electriques;0.0;Poids lours
2002;HAP;Electriques;0.0;Poids lours
2003;HAP;Electriques;0.0;Poids lours
2004;HAP;Electriques;0.0;Poids lours
2005;HAP;Electriques;0.0;Poids lours
2006;HAP;Electriques;0.0;Poids lours
2007;HAP;Electriques;0.0;Poids lours
2008;HAP;Electriques;0.0;Poids lours
2009;HAP;Electriques;0.0;Poids lours
1990;PCDD-F;Electriques;0.0;Poids lours
1991;PCDD-F;Electriques;0.0;Poids lours
1992;PCDD-F;Electriques;0.0;Poids lours
1993;PCDD-F;Electriques;0.0;Poids lours
1994;PCDD-F;Electriques;0.0;Poids lours
1995;PCDD-F;Electriques;0.0;Poids lours
1996;PCDD-F;Electriques;0.0;Poids lours
1997;PCDD-F;Electriques;0.0;Poids lours
1998;PCDD-F;Electriques;0.0;Poids lours
1999;PCDD-F;Electriques;0.0;Poids lours
2000;PCDD-F;Electriques;0.0;Poids lours
2001;PCDD-F;Electriques;0.0;Poids lours
2002;PCDD-F;Electriques;0.0;Poids lours
2003;PCDD-F;Electriques;0.0;Poids lours
2004;PCDD-F;Electriques;0.0;Poids lours
2005;PCDD-F;Electriques;0.0;Poids lours
2006;PCDD-F;Electriques;0.0;Poids lours
2007;PCDD-F;Electriques;0.0;Poids lours
2008;PCDD-F;Electriques;0.0;Poids lours
2009;PCDD-F;Electriques;0.0;Poids lours
1990;SO2;Electriques;0.0;Poids lours
1991;SO2;Electriques;0.0;Poids lours
1992;SO2;Electriques;0.0;Poids lours
1993;SO2;Electriques;0.0;Poids lours
1994;SO2;Electriques;0.0;Poids lours
1995;SO2;Electriques;0.0;Poids lours
1996;SO2;Electriques;0.0;Poids lours
1997;SO2;Electriques;0.0;Poids lours
1998;SO2;Electriques;0.0;Poids lours
1999;SO2;Electriques;0.0;Poids lours
2000;SO2;Electriques;0.0;Poids lours
2001;SO2;Electriques;0.0;Poids lours
2002;SO2;Electriques;0.0;Poids lours
2003;SO2;Electriques;0.0;Poids lours
2004;SO2;Electriques;0.0;Poids lours
2005;SO2;Electriques;0.0;Poids lours
2006;SO2;Electriques;0.0;Poids lours
2007;SO2;Electriques;0.0;Poids lours
2008;SO2;Electriques;0.0;Poids lours
2009;SO2;Electriques;0.0;Poids lours
1990;Ni;Electriques;0.0;Poids lours
1991;Ni;Electriques;0.0;Poids lours
1992;Ni;Electriques;0.0;Poids lours
1993;Ni;Electriques;0.0;Poids lours
1994;Ni;Electriques;0.0;Poids lours
1995;Ni;Electriques;0.0;Poids lours
1996;Ni;Electriques;0.0;Poids lours
1997;Ni;Electriques;0.0;Poids lours
1998;Ni;Electriques;0.0;Poids lours
1999;Ni;Electriques;0.0;Poids lours
2000;Ni;Electriques;0.0;Poids lours
2001;Ni;Electriques;0.0;Poids lours
2002;Ni;Electriques;0.0;Poids lours
2003;Ni;Electriques;0.0;Poids lours
2004;Ni;Electriques;0.0;Poids lours
2005;Ni;Electriques;0.0;Poids lours
2006;Ni;Electriques;0.0;Poids lours
2007;Ni;Electriques;0.0;Poids lours
2008;Ni;Electriques;0.0;Poids lours
2009;Ni;Electriques;0.0;Poids lours
1990;benzène;Electriques;0.0;Poids lours
1991;benzène;Electriques;0.0;Poids lours
1992;benzène;Electriques;0.0;Poids lours
1993;benzène;Electriques;0.0;Poids lours
1994;benzène;Electriques;0.0;Poids lours
1995;benzène;Electriques;0.0;Poids lours
1996;benzène;Electriques;0.0;Poids lours
1997;benzène;Electriques;0.0;Poids lours
1998;benzène;Electriques;0.0;Poids lours
1999;benzène;Electriques;0.0;Poids lours
2000;benzène;Electriques;0.0;Poids lours
2001;benzène;Electriques;0.0;Poids lours
2002;benzène;Electriques;0.0;Poids lours
2003;benzène;Electriques;0.0;Poids lours
2004;benzène;Electriques;0.0;Poids lours
2005;benzène;Electriques;0.0;Poids lours
2006;benzène;Electriques;0.0;Poids lours
2007;benzène;Electriques;0.0;Poids lours
2008;benzène;Electriques;0.0;Poids lours
2009;benzène;Electriques;0.0;Poids lours
2010;NOx;Diesel;235.0;Poids lourds
2011;NOx;Diesel;226.9;Poids lourds
2012;NOx;Diesel;201.0;Poids lourds
2013;NOx;Diesel;189.0;Poids lourds
2014;NOx;Diesel;168.0;Poids lourds
2015;NOx;Diesel;145.0;Poids lourds
2016;NOx;Diesel;123.0;Poids lourds
2017;NOx;Diesel;107.0;Poids lourds
2018;NOx;Diesel;87.0;Poids lourds
2010;COVNM;Diesel;8.0;Poids lourds
2011;COVNM;Diesel;8.0;Poids lourds
2012;COVNM;Diesel;6.0;Poids lourds
2013;COVNM;Diesel;5.0;Poids lourds
2014;COVNM;Diesel;5.0;Poids lourds
2015;COVNM;Diesel;4.0;Poids lourds
2016;COVNM;Diesel;3.0;Poids lourds
2017;COVNM;Diesel;3.0;Poids lourds
2018;COVNM;Diesel;3.0;Poids lourds
2010;CO;Diesel;57.0;Poids lourds
2011;CO;Diesel;55.0;Poids lourds
2012;CO;Diesel;50.0;Poids lourds
2013;CO;Diesel;49.0;Poids lourds
2014;CO;Diesel;45.0;Poids lourds
2015;CO;Diesel;39.0;Poids lourds
2016;CO;Diesel;34.0;Poids lourds
2017;CO;Diesel;29.0;Poids lourds
2018;CO;Diesel;24.0;Poids lourds
2010;PM10;Diesel;7.0;Poids lourds
2011;PM10;Diesel;7.0;Poids lourds
2012;PM10;Diesel;6.0;Poids lourds
2013;PM10;Diesel;6.0;Poids lourds
2014;PM10;Diesel;6.0;Poids lourds
2015;PM10;Diesel;5.0;Poids lourds
2016;PM10;Diesel;5.0;Poids lourds
2017;PM10;Diesel;5.0;Poids lourds
2018;PM10;Diesel;4.0;Poids lourds
2010;PM2,5;Diesel;6.0;Poids lourds
2011;PM2,5;Diesel;6.0;Poids lourds
2012;PM2,5;Diesel;5.0;Poids lourds
2013;PM2,5;Diesel;5.0;Poids lourds
2014;PM2,5;Diesel;4.0;Poids lourds
2015;PM2,5;Diesel;4.0;Poids lourds
2016;PM2,5;Diesel;3.0;Poids lourds
2017;PM2,5;Diesel;3.0;Poids lourds
2018;PM2,5;Diesel;3.0;Poids lourds
2010;PM1;Diesel;4.0;Poids lourds
2011;PM1;Diesel;4.0;Poids lourds
2012;PM1;Diesel;3.0;Poids lourds
2013;PM1;Diesel;3.0;Poids lourds
2014;PM1;Diesel;2.0;Poids lourds
2015;PM1;Diesel;2.0;Poids lourds
2016;PM1;Diesel;2.0;Poids lourds
2017;PM1;Diesel;2.0;Poids lourds
2018;PM1;Diesel;1.0;Poids lourds
2010;BC;Diesel;3.0;Poids lourds
2011;BC;Diesel;2.8;Poids lourds
2012;BC;Diesel;2.3;Poids lourds
2013;BC;Diesel;2.1;Poids lourds
2014;BC;Diesel;1.8;Poids lourds
2015;BC;Diesel;1.6;Poids lourds
2016;BC;Diesel;1.3;Poids lourds
2017;BC;Diesel;1.1;Poids lourds
2018;BC;Diesel;0.94;Poids lourds
2010;du;Diesel;0.31;Poids lourds
2011;du;Diesel;0.32;Poids lourds
2012;du;Diesel;0.3;Poids lourds
2013;du;Diesel;0.31;Poids lourds
2014;du;Diesel;0.3;Poids lourds
2015;du;Diesel;0.3;Poids lourds
2016;du;Diesel;0.31;Poids lourds
2017;du;Diesel;0.31;Poids lourds
2018;du;Diesel;0.31;Poids lourds
2010;Cd;Diesel;0.05;Poids lourds
2011;Cd;Diesel;0.06;Poids lourds
2012;Cd;Diesel;0.05;Poids lourds
2013;Cd;Diesel;0.05;Poids lourds
2014;Cd;Diesel;0.05;Poids lourds
2015;Cd;Diesel;0.05;Poids lourds
2016;Cd;Diesel;0.05;Poids lourds
2017;Cd;Diesel;0.05;Poids lourds
2018;Cd;Diesel;0.05;Poids lourds
2010;Cr;Diesel;0.38;Poids lourds
2011;Cr;Diesel;0.4;Poids lourds
2012;Cr;Diesel;0.38;Poids lourds
2013;Cr;Diesel;0.38;Poids lourds
2014;Cr;Diesel;0.37;Poids lourds
2015;Cr;Diesel;0.37;Poids lourds
2016;Cr;Diesel;0.37;Poids lourds
2017;Cr;Diesel;0.38;Poids lourds
2018;Cr;Diesel;0.38;Poids lourds
2010;Cu;Diesel;30.0;Poids lourds
2011;Cu;Diesel;32.0;Poids lourds
2012;Cu;Diesel;30.0;Poids lourds
2013;Cu;Diesel;31.0;Poids lourds
2014;Cu;Diesel;30.0;Poids lourds
2015;Cu;Diesel;30.0;Poids lourds
2016;Cu;Diesel;30.0;Poids lourds
2017;Cu;Diesel;31.0;Poids lourds
2018;Cu;Diesel;31.0;Poids lourds
2010;Pb;Diesel;0.96;Poids lourds
2011;Pb;Diesel;1.02;Poids lourds
2012;Pb;Diesel;0.97;Poids lourds
2013;Pb;Diesel;0.97;Poids lourds
2014;Pb;Diesel;0.96;Poids lourds
2015;Pb;Diesel;0.95;Poids lourds
2016;Pb;Diesel;0.97;Poids lourds
2017;Pb;Diesel;0.99;Poids lourds
2018;Pb;Diesel;0.99;Poids lourds
2010;Zn;Diesel;41.93;Poids lourds
2011;Zn;Diesel;44.06;Poids lourds
2012;Zn;Diesel;41.66;Poids lourds
2013;Zn;Diesel;42.14;Poids lourds
2014;Zn;Diesel;41.66;Poids lourds
2015;Zn;Diesel;40.98;Poids lourds
2016;Zn;Diesel;41.95;Poids lourds
2017;Zn;Diesel;42.94;Poids lourds
2018;Zn;Diesel;43.1;Poids lourds
2010;HAP;Diesel;0.53;Poids lourds
2011;HAP;Diesel;0.54;Poids lourds
2012;HAP;Diesel;0.51;Poids lourds
2013;HAP;Diesel;0.52;Poids lourds
2014;HAP;Diesel;0.52;Poids lourds
2015;HAP;Diesel;0.51;Poids lourds
2016;HAP;Diesel;0.52;Poids lourds
2017;HAP;Diesel;0.53;Poids lourds
2018;HAP;Diesel;0.53;Poids lourds
2010;PCDD-F;Diesel;1.86;Poids lourds
2011;PCDD-F;Diesel;1.67;Poids lourds
2012;PCDD-F;Diesel;1.34;Poids lourds
2013;PCDD-F;Diesel;1.13;Poids lourds
2014;PCDD-F;Diesel;0.91;Poids lourds
2015;PCDD-F;Diesel;0.77;Poids lourds
2016;PCDD-F;Diesel;0.64;Poids lourds
2017;PCDD-F;Diesel;0.54;Poids lourds
2018;PCDD-F;Diesel;0.43;Poids lourds
2010;SO2;Diesel;0.19;Poids lourds
2011;SO2;Diesel;0.2;Poids lourds
2012;SO2;Diesel;0.18;Poids lourds
2013;SO2;Diesel;0.19;Poids lourds
2014;SO2;Diesel;0.18;Poids lourds
2015;SO2;Diesel;0.18;Poids lourds
2016;SO2;Diesel;0.18;Poids lourds
2017;SO2;Diesel;0.19;Poids lourds
2018;SO2;Diesel;0.18;Poids lourds
2010;Ni;Diesel;0.26;Poids lourds
2011;Ni;Diesel;0.28;Poids lourds
2012;Ni;Diesel;0.26;Poids lourds
2013;Ni;Diesel;0.26;Poids lourds
2014;Ni;Diesel;0.26;Poids lourds
2015;Ni;Diesel;0.26;Poids lourds
2016;Ni;Diesel;0.26;Poids lourds
2017;Ni;Diesel;0.27;Poids lourds
2018;Ni;Diesel;0.27;Poids lourds
2010;benzène;Diesel;446.0;Poids lourds
2011;benzène;Diesel;410.0;Poids lourds
2012;benzène;Diesel;331.0;Poids lourds
2013;benzène;Diesel;288.0;Poids lourds
2014;benzène;Diesel;247.0;Poids lourds
2015;benzène;Diesel;214.0;Poids lourds
2016;benzène;Diesel;181.0;Poids lourds
2017;benzène;Diesel;160.0;Poids lourds
2018;benzène;Diesel;135.0;Poids lourds
2010;NOx;Essence;0.11;Poids lourds
2011;NOx;Essence;0.1;Poids lourds
2012;NOx;Essence;0.08;Poids lourds
2013;NOx;Essence;0.07;Poids lourds
2014;NOx;Essence;0.03;Poids lourds
2015;NOx;Essence;0.03;Poids lourds
2016;NOx;Essence;0.01;Poids lourds
2017;NOx;Essence;0.0;Poids lourds
2018;NOx;Essence;0.0;Poids lourds
2010;COVNM;Essence;0.1;Poids lourds
2011;COVNM;Essence;0.09;Poids lourds
2012;COVNM;Essence;0.07;Poids lourds
2013;COVNM;Essence;0.06;Poids lourds
2014;COVNM;Essence;0.03;Poids lourds
2015;COVNM;Essence;0.02;Poids lourds
2016;COVNM;Essence;0.01;Poids lourds
2017;COVNM;Essence;0.0;Poids lourds
2018;COVNM;Essence;0.0;Poids lourds
2010;CO;Essence;0.1;Poids lourds
2011;CO;Essence;0.09;Poids lourds
2012;CO;Essence;0.07;Poids lourds
2013;CO;Essence;0.06;Poids lourds
2014;CO;Essence;0.03;Poids lourds
2015;CO;Essence;0.03;Poids lourds
2016;CO;Essence;0.0;Poids lourds
2017;CO;Essence;0.0;Poids lourds
2018;CO;Essence;0.0;Poids lourds
2010;PM10;Essence;0.0;Poids lourds
2011;PM10;Essence;0.0;Poids lourds
2012;PM10;Essence;0.0;Poids lourds
2013;PM10;Essence;0.0;Poids lourds
2014;PM10;Essence;0.0;Poids lourds
2015;PM10;Essence;0.0;Poids lourds
2016;PM10;Essence;0.0;Poids lourds
2017;PM10;Essence;0.0;Poids lourds
2018;PM10;Essence;0.0;Poids lourds
2010;PM2,5;Essence;0.0;Poids lourds
2011;PM2,5;Essence;0.0;Poids lourds
2012;PM2,5;Essence;0.0;Poids lourds
2013;PM2,5;Essence;0.0;Poids lourds
2014;PM2,5;Essence;0.0;Poids lourds
2015;PM2,5;Essence;0.0;Poids lourds
2016;PM2,5;Essence;0.0;Poids lourds
2017;PM2,5;Essence;0.0;Poids lourds
2018;PM2,5;Essence;0.0;Poids lourds
2010;PM1;Essence;0.0;Poids lourds
2011;PM1;Essence;0.0;Poids lourds
2012;PM1;Essence;0.0;Poids lourds
2013;PM1;Essence;0.0;Poids lourds
2014;PM1;Essence;0.0;Poids lourds
2015;PM1;Essence;0.0;Poids lourds
2016;PM1;Essence;0.0;Poids lourds
2017;PM1;Essence;0.0;Poids lourds
2018;PM1;Essence;0.0;Poids lourds
2010;BC;Essence;0.0;Poids lourds
2011;BC;Essence;0.0;Poids lourds
2012;BC;Essence;0.0;Poids lourds
2013;BC;Essence;0.0;Poids lourds
2014;BC;Essence;0.0;Poids lourds
2015;BC;Essence;0.0;Poids lourds
2016;BC;Essence;0.0;Poids lourds
2017;BC;Essence;0.0;Poids lourds
2018;BC;Essence;0.0;Poids lourds
2010;du;Essence;0.0;Poids lourds
2011;du;Essence;0.0;Poids lourds
2012;du;Essence;0.0;Poids lourds
2013;du;Essence;0.0;Poids lourds
2014;du;Essence;0.0;Poids lourds
2015;du;Essence;0.0;Poids lourds
2016;du;Essence;0.0;Poids lourds
2017;du;Essence;0.0;Poids lourds
2018;du;Essence;0.0;Poids lourds
2010;Cd;Essence;0.0;Poids lourds
2011;Cd;Essence;0.0;Poids lourds
2012;Cd;Essence;0.0;Poids lourds
2013;Cd;Essence;0.0;Poids lourds
2014;Cd;Essence;0.0;Poids lourds
2015;Cd;Essence;0.0;Poids lourds
2016;Cd;Essence;0.0;Poids lourds
2017;Cd;Essence;0.0;Poids lourds
2018;Cd;Essence;0.0;Poids lourds
2010;Cr;Essence;0.0;Poids lourds
2011;Cr;Essence;0.0;Poids lourds
2012;Cr;Essence;0.0;Poids lourds
2013;Cr;Essence;0.0;Poids lourds
2014;Cr;Essence;0.0;Poids lourds
2015;Cr;Essence;0.0;Poids lourds
2016;Cr;Essence;0.0;Poids lourds
2017;Cr;Essence;0.0;Poids lourds
2018;Cr;Essence;0.0;Poids lourds
2010;Cu;Essence;0.03;Poids lourds
2011;Cu;Essence;0.03;Poids lourds
2012;Cu;Essence;0.02;Poids lourds
2013;Cu;Essence;0.02;Poids lourds
2014;Cu;Essence;0.01;Poids lourds
2015;Cu;Essence;0.0;Poids lourds
2016;Cu;Essence;0.0;Poids lourds
2017;Cu;Essence;0.0;Poids lourds
2018;Cu;Essence;0.0;Poids lourds
2010;Pb;Essence;0.0;Poids lourds
2011;Pb;Essence;0.0;Poids lourds
2012;Pb;Essence;0.0;Poids lourds
2013;Pb;Essence;0.0;Poids lourds
2014;Pb;Essence;0.0;Poids lourds
2015;Pb;Essence;0.0;Poids lourds
2016;Pb;Essence;0.0;Poids lourds
2017;Pb;Essence;0.0;Poids lourds
2018;Pb;Essence;0.0;Poids lourds
2010;Zn;Essence;0.03;Poids lourds
2011;Zn;Essence;0.03;Poids lourds
2012;Zn;Essence;0.02;Poids lourds
2013;Zn;Essence;0.018000000000000002;Poids lourds
2014;Zn;Essence;0.009000000000000001;Poids lourds
2015;Zn;Essence;0.008;Poids lourds
2016;Zn;Essence;0.003;Poids lourds
2017;Zn;Essence;0.0;Poids lourds
2018;Zn;Essence;0.001;Poids lourds
2010;HAP;Essence;0.0;Poids lourds
2011;HAP;Essence;0.0;Poids lourds
2012;HAP;Essence;0.0;Poids lourds
2013;HAP;Essence;0.0;Poids lourds
2014;HAP;Essence;0.0;Poids lourds
2015;HAP;Essence;0.0;Poids lourds
2016;HAP;Essence;0.0;Poids lourds
2017;HAP;Essence;0.0;Poids lourds
2018;HAP;Essence;0.0;Poids lourds
2010;PCDD-F;Essence;0.0;Poids lourds
2011;PCDD-F;Essence;0.0;Poids lourds
2012;PCDD-F;Essence;0.0;Poids lourds
2013;PCDD-F;Essence;0.0;Poids lourds
2014;PCDD-F;Essence;0.0;Poids lourds
2015;PCDD-F;Essence;0.0;Poids lourds
2016;PCDD-F;Essence;0.0;Poids lourds
2017;PCDD-F;Essence;0.0;Poids lourds
2018;PCDD-F;Essence;0.0;Poids lourds
2010;SO2;Essence;0.0;Poids lourds
2011;SO2;Essence;0.0;Poids lourds
2012;SO2;Essence;0.0;Poids lourds
2013;SO2;Essence;0.0;Poids lourds
2014;SO2;Essence;0.0;Poids lourds
2015;SO2;Essence;0.0;Poids lourds
